product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,product_description,user_id,user_name,Order_Id,Shippment_Status,Order_Status
P00033,"Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,389,"1,099",65%,4.3,"{3A/QC 3.0 FAST CHARGING and DATA SYNC} : This USB C cable supports QC 3.0 Fast Charging and Data Syncing, max current 3.0A and transfer speed up to 480Mbps. Built-in 56K pull-up resistor and strong metal connections provides reliable conductivity and stability.|{Nylon Braided Tangle-free Design} : Premium Nylon Braided Type C Cable/Lead adds additional durability and tangle free with a tested lifespan of 10000+ bending test.|{SAFE & RELIABLE} : High-purity copper wire features anti-oxidation and anti-rust, which will keep long-lasting fast charging performance. This Type c cable fast charging has safety certification, you have no need to worry about this cable quality at all.|{What You Get} : Premium Nylon Braided Cable 6FT(2M) and our friendly customer service.",U0003,Sachin,O033,Shipped,Shipped
P00034,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), White",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599,599,0%,4.3,USB Type-C to Type-C cable with universal compatibility|1m Length & Reversible design|High Speed Data/Charging with USB 2.0,U0004,Jayesh,O034,Shipped,Shipped
P00035,"pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1 Meter Long Cable for Type-C Smartphones, Tablets & Laptops (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,999,80%,3.9,"Universal Compatibility: Solero T351 USB charging cable connects USB Type-C devices with USB Type-C devices like laptops, hard drives, power banks, wall chargers, car chargers, etc.|Ultimate Speed Charging: The built-in superconductivity copper wires enable a secure and real 3.5Amps output to charge your device at a super-fast charging speed.|Fast Data Sync: Comply with USB 2.0 Type C standard, this USB 2.0 C to C cable support data transfer speeds up to 480Mbps, which allows you to transfer 100 songs every 5 seconds.|Ultra Durability: Connectors with molded strain relief enable this Type-C cable to resist 10,000+ plug and unplug tests. Premium PVC cable exterior enables it to withstand 10,000+ bending tests.|1 Meter Long: Engineered & tested for compatibility with all USB-C devices, ensuring safe charging. Its flexible design offers users a tangle-free experience. 6 months warranty from the manufacturer.",U0005,Rajesh ,O035,Shipped,Shipped
P00036,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Strong & Durable 1.5-Meter Nylon Braided USB Cable for Micro USB Devices - (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,99,666.66,85%,3.9,"Fast Charging & Data Sync: Solero MB301 micro USB cable supports fast charge up to 5V/3A for devices and data syncing speed up to 480Mbps.|Universal Compatibility: This USB charging cable connects micro USB port devices with standard USB port devices like laptops, hard drives, power banks, wall and car chargers, etc.|Rough & Tough USB Cable: Charging cable with a double-braided exterior, premium aramid fiber core and metal plugs. It has passed 10,000 bending tests and can easily withstand daily use.|Extended Length: 1.5-meter long micro USB data and charging cable use nylon material to protect the wire and avoid knots.|Perfect Fit Connectors: pTron Soler MB301 has passed the 5KG load test, swing test, 5000+ times connect & disconnect to ensure that there are no loose connections.",U0006,Vivek,O036,Shipped,Shipped
P00037,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,899,"1,900",53%,4.4,"Fast Charge: When Used With An 18W Or Higher Usb-C Wall Charger With Power Delivery You Can Charge Your Iphone To 50% Battery In Just 30 Minutes - Supported Models Include Iphone 8, 8 Plus, X, Xs, Xr, Xs Max, 11, 11 Pro, 11 Pro Max, Ipads, And More. High-Speed Data Transfer: Up To 480 Mbps For Transferring Music, Movies, And More In Seconds|Durable Friendly Design: Built With Top Rated Materials And Tested To Withstand Up To X Bend Cycles And Features Textured Grooves On Connector Ends For Improved Grip|Certified Chip: Apple Mfi Certified Charging And Syncing Cable For Your Apple Devices With Improved Chipset To Ensure Full Compatibility|This Cable Is Not Compatible With Standard Usb Chargers / Laptop Ports. Works Only With Type C Adapters And Laptop Ports. Please Check The Port Of Your Adapter Before Buying The Cable.|Connector Type: Usb Type C",U0007,Pavan,O037,Shipped,Shipped
P00038,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB C PD Data Sync Fast Charging Cable Compatible with One Plus 8T/ 9/ 9R/ 9 pro/ 9RT/ 10R/ Nord & for All Type C Devices – Red, 1 Meter",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,999,80%,4,"[USB C To USB C Cord 1M] With This 1 Meter USB C Fast Charger Cable, You Can Enjoy Convenient Charging for Your USB C Laptops, Tablets, And Smartphones. Perfect For Used on Sofas, Beds, In the Car, And Other Places.|[6.5 Amp USB C Cable High-Speed Data and Charging] Our Type C To Type C Cable Perfect Match with All 60W 45W 30W 18W 15W USB-C Power Adapters, Support Pd 3.0 And Qc 3.0 Fast Charge for Your Devices. Data Transfer Speed Is Up To 480Mbps Of USB 2.0. Note: Not Support Video Transfer.|[USB C To USB C Fast Charging Cable 6Ft] This Newest USB C To C Cable Support Warp Charge For One plus 8T, One plus 9/9 Pro, Too Fast Charge For MacBook Air 13 Inch 2020/2019/2018, For MacBook Pro 13/15/16 Inch 2020/2019/2018/2017/2016, For iPad Mini 2021, For iPad Pro 12.9/11 Inch 2020, For Google Pixel 6/6 Pro/5/4A/4 Xl/4/3A Xl/3A/3 Xl/3/2 Xl/2, For Samsung Galaxy S21 Fe 5G/S20 Fe 5G/Note 20 Ultra/Note 20/S20/S20+/S20 Ultra, Galaxy Z Flip 3, Galaxy Z Fold 3, And More Devices.|[One plus 8T Warp Charge Cable] Wrapped in Premium Silicon Coating, High-Quality Pure Copper Core, Prolong Bending Lifespan. Both USB C Connectors are Designed with An Advanced Emark Chip for Higher Efficiency & Safer Charging for Your One plus 8T. Output Delivery At 6.5A 10V Max, 65% Charging Capacity Only Takes 30 Minutes, Saving Your Valued Time.|[What You Get] USB C Super-Fast Charging Cable and One Year Worry-Free Replacement! If You Have Any Issues, Please Don’t Hesitate to Contact Customer Service.",U0008,Azhar,O038,Shipped,Shipped
P00039,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","32,999","45,999",28%,4.2,"Resolution: 4K Ultra HD (3840x2160) | Bezel-less Design|Connectivity: Dual-band Wi-Fi | 3HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices|Sound : 24 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Android TV | OnePlus Connect Ecosystem| Google Assistant | Chromecast, Miracast, DLNA | Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display: 1 billion colors | Gamma Engine with MEMC | Decoding of HDR10+, HDR10, HLG|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation",U0009,Tanya ,O039,Shipped,Shipped
P00040,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970,"1,999",51%,4.2,"Up To 10,000+ Bend And 10,000+ Plugging And Unplugging Test Ensure This Cable A Longer Lifespan|Ensure Fast And Stable Data Transmission Up To 5 Gbps|Compatible Designed To Work Flawlessly With All Usb-C Devices|2 Years Warranty|1.2M Tangle Free Durable Tough Braiding Sync & Charge Cable",U0010,Nirbhay ,O040,Delivered,Delivered
P00041,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,209,695,70%,4.5,"One 6-foot-long (1.8 meters) high-speed multi-shielded USB 2.0 A-Male to B-Male cable|Connects mice, keyboards and speed-critical devices, such as external hard drives, printers and cameras to your computer|Constructed with corrosion-resistant, gold-plated connectors for optimal signal clarity and shielding to minimize interference|Full 2.0 USB capability/480 Mbps transfer speed|1 year limited warranty",U0011,Rishav  ,O041,Delivered,Delivered
P00042,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions","19,999","34,999",43%,4.3,"Resolution : Full HD (1920x1080) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports to connect set top box, Blu-Ray players, gaming console | 3 USB ports to connect hard drives and other USB devices | 3.5mm to connect your headphones | S/PDIF port to connect Speakers|Sound: 20 Watts Powerful Stereo Speakers | DTS-HD|Smart TV Features : Android TV 9 | Chromecast built-in | PatchWall 4 with IMDb integration | 75+ Free Live Channels | Universal search | Language Universe (16+ Languages) | Miracast | Supported Apps: Prime Video | Netflix, Disney + Hotstar, YouTube, Apple TV, 5000+ apps from Play Store | Quad core processor | Built-in Wi-Fi | 1GB RAM + 8GB Storage|Display: LED Panel | Vivid Picture engine | Detailed Picture Controls | Ultra bright screen | Dynamic contrast | Dynamic backlight|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase|Installation/Wall mounting/demo will be arranged by AHS Team or Xiaomi service partner. For more information, please call Mi support on Toll Free Number (Please visit brand website for toll free numebrs) | Wall Mount is not included in the box and will be charged extra at the time of installation",U0012,Omkar  ,O042,Delivered,Delivered
P00043,"Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast Charging Data Cable for iPhone, Ipad (3 FT Pack of 1, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399,"1,099",64%,4.2,"[High Compatibility] : iPhone X/XsMax/Xr ,iPhone 8/8 Plus,iPhone 7/7 Plus,iPhone 6s/6s Plus,iPhone 6/6 Plus,iPhone 5/5s/5c/se,iPad Pro,iPad Air 1/2,iPad mini 1/2/3,iPod nano7,iPod touch and more apple devices.|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank.|[Durability] : Durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.|[High Security Level ] : It is designed to fully protect your device from damaging excessive current.Copper core thick+Multilayer shielding, Anti-interference, Protective circuit equipment.",U0013,Priya  ,O043,Delivered,Delivered
P00044,"TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5G Dual Band Wireless Network Adapter for PC Desktop Laptop, Mini Travel Size, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.9-10.15",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,999,"1,599",38%,4.3,"High Speed WiFi —— Up to 600Mbps speeds with 200Mbps on 2.4GHz and 433 Mbps on 5GHz, upgrades your devices to higher AC WiFi speeds|Dual Band Wireless —— 2.4GHz and 5GHz band for flexible connectivity, upgrades your devices to work with the latest dual-band WiFi router for faster speed and extended range|Nano design —— Small, unobtrusive design allows you to plug it in and forget it is even there|Operating System —— Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier|Advanced Security —— Supports 64/128-bit WEP, WPA/WPA2, and WPA-PSK/WPA2-PSK encryption standards|Worry-free customer support —— For other installation related query, compatibility issue or any other queries call on toll free no",U0014,Deepak  ,O044,Delivered,Delivered
P00045,"FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Solid Cable, 1 Meter Long USB Cable for Micro USB Devices (White)(XCD-M11)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59,199,70%,4,"Micro USB charging cable for android phones and any other device with Micro USB Port|Charge & sync, this USB cable can charge and data sync simultaneously at 480Mbps speed, compatible with all devices with a Micro USB port. Core : Tinned Copper|Durable PVC Outer Exterior: PVC cables are versatile, high in tensile strength, flexible, and good conductors.|micro USB cable is 1 meter in length, optimized for easy use for your comfort at home or office, helps you to overcome distance restrictions.",U0015,Rahul,O045,Delivered,Delivered
P00046,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,333,999,67%,3.3,"Special Features Of The Universal Cable: This Cable Is Touch And Sleek, Highly Durable, Premium Nylon Braided Cable, Has 1 Year Warranty.|Ultra Durable Usb Cable: This Universal Cable Is Made Of High-Quality Nylon Material And Makes It Resistant To Fraying And Wear-Related Damage, More Flexible And Durable|Fast Charging Cable: This Universal Cable Can Simultaneously Charge Android, Ios And Type C Devices. All Combined 3 In 1 Power Cord. All In One Charger|Usb Cable For Fast Charging: This Charging Cable Is Designed For Charging The Devices Quickly. The 3A Charger Is Universally Suitable For Charging All Smartphones|Country Of Origin: China|Multifunctional Usb Cable: Wecool 3 In 1 Charging Cable Is Tangle Free, Rugged, Quick Charging, Universally Compatible, Flexible And Of",U0001,Rajendra,O046,Delivered,Delivered
